order_id,first_name,last_name,city,state,order_date,store_id,store_city,store_name,staff_id,rep,rep2,list_price,product_id,discount,quantity,product_name,category_name,brand_name
223,Veronique,Fulton,Ballston Spa,NY,2016-05-15,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,1320.99,5,0.20,1,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
207,Marget,Hodge,Woodhaven,NY,2016-05-05,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,1320.99,5,0.05,1,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
219,Inez,Snider,Ronkonkoma,NY,2016-05-12,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,1320.99,5,0.20,1,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
195,Kasha,Sullivan,Scarsdale,NY,2016-04-28,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,1320.99,5,0.20,2,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
184,Brianna,Moss,Hempstead,NY,2016-04-19,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,1320.99,5,0.10,1,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
187,Jeniffer,Ratliff,Floral Park,NY,2016-04-22,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,1320.99,5,0.05,1,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
169,Carie,Kidd,Monroe,NY,2016-04-10,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,1320.99,5,0.05,1,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
175,Steve,Bender,Scarsdale,NY,2016-04-13,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,1320.99,5,0.10,1,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
135,Alexandria,Zamora,Schenectady,NY,2016-03-21,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,1320.99,5,0.05,2,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
130,Marcelino,Mcbride,Clifton Park,NY,2016-03-19,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,1320.99,5,0.07,2,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
121,Tomika,Wilder,New Hyde Park,NY,2016-03-14,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,1320.99,5,0.20,1,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
113,Theresia,Barron,Forest Hills,NY,2016-03-08,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,1320.99,5,0.20,2,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
112,Micki,Rutledge,Richmond Hill,NY,2016-03-08,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,1320.99,5,0.20,1,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
89,Calandra,Stanton,Lake Jackson,TX,2016-02-21,3,Rowlett,Rowlett Bikes,8,Kali,Vargas,1320.99,5,0.05,1,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
76,Genoveva,Baldwin,Port Washington,NY,2016-02-16,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,1320.99,5,0.07,1,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
61,Mark,Garrett,Monroe,NY,2016-02-06,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,1320.99,5,0.20,2,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
69,Ophelia,Decker,New Windsor,NY,2016-02-10,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,1320.99,5,0.20,1,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
67,Lazaro,Moran,Sugar Land,TX,2016-02-09,3,Rowlett,Rowlett Bikes,8,Kali,Vargas,1320.99,5,0.10,2,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
27,Pamala,Henry,Bronx,NY,2016-01-19,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,1320.99,5,0.20,1,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
28,Eleni,Gordon,Richmond Hill,NY,2016-01-19,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,1320.99,5,0.05,1,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
35,Neville,Mcclain,West Hempstead,NY,2016-01-22,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,1320.99,5,0.20,1,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
41,Ingeborg,Ellison,Ithaca,NY,2016-01-27,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,1320.99,5,0.10,1,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
36,Shantel,Gregory,West Islip,NY,2016-01-23,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,1320.99,5,0.05,1,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
48,Josephine,Dale,Baldwinsville,NY,2016-01-30,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,1320.99,5,0.10,2,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
17,Sindy,Anderson,Pomona,CA,2016-01-12,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,1320.99,5,0.10,1,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller
14,Maribel,William,Torrance,CA,2016-01-09,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,469.99,6,0.07,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
47,Joshua,Berg,Ossining,NY,2016-01-29,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.05,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
28,Eleni,Gordon,Richmond Hill,NY,2016-01-19,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.05,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
29,Laureen,Barry,Orchard Park,NY,2016-01-20,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.20,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
74,Mariela,Huffman,Garden City,NY,2016-02-13,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.07,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
79,Ellena,Clements,Santa Monica,CA,2016-02-17,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,469.99,6,0.10,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
89,Calandra,Stanton,Lake Jackson,TX,2016-02-21,3,Rowlett,Rowlett Bikes,8,Kali,Vargas,469.99,6,0.10,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
90,Romaine,Haley,Ithaca,NY,2016-02-23,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.07,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
97,Alpha,King,Rockville Centre,NY,2016-02-28,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.20,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
109,Ben,Stone,Ithaca,NY,2016-03-06,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.07,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
113,Theresia,Barron,Forest Hills,NY,2016-03-08,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.07,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
118,Danille,Mcfarland,Rocklin,CA,2016-03-12,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,469.99,6,0.07,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
120,Sharie,Alvarez,New York,NY,2016-03-14,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.05,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
138,Katharine,Herrera,Queensbury,NY,2016-03-23,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.20,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
152,Parker,Prince,Port Jefferson Station,NY,2016-03-29,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.20,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
143,Merlin,Foreman,Hempstead,NY,2016-03-26,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.20,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
146,Keturah,Massey,Banning,CA,2016-03-28,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,469.99,6,0.05,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
168,Kandace,Ayers,Santa Monica,CA,2016-04-09,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,469.99,6,0.10,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
156,Sheri,Cole,San Jose,CA,2016-04-03,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,469.99,6,0.07,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
186,Waldo,Hart,Queensbury,NY,2016-04-21,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.10,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
196,Tammie,Cherry,Massapequa,NY,2016-04-28,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.05,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
198,Allison,Nolan,New City,NY,2016-05-01,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.05,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
204,Danilo,Holmes,Hicksville,NY,2016-05-04,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.07,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
220,Noble,Glover,Orchard Park,NY,2016-05-12,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.05,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
208,Leanna,Manning,Hicksville,NY,2016-05-06,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.05,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
224,Carola,Rodriquez,Banning,CA,2016-05-17,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,469.99,6,0.07,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
235,Eli,Contreras,Ronkonkoma,NY,2016-05-24,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.07,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
268,Shery,Randolph,Ontario,CA,2016-06-11,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,469.99,6,0.20,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
271,Christoper,Mccall,Bay Shore,NY,2016-06-13,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.05,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
277,Thad,Castro,Brentwood,NY,2016-06-19,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.20,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
254,Faustino,Delacruz,South Richmond Hill,NY,2016-06-03,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.07,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
259,Ginette,Edwards,Baldwin,NY,2016-06-06,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.10,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
266,Lurline,Rivers,Howard Beach,NY,2016-06-10,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.07,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
291,Alane,Kennedy,Spring Valley,NY,2016-06-29,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.05,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
298,Janna,Hayden,Longview,TX,2016-07-04,3,Rowlett,Rowlett Bikes,9,Layla,Terrell,469.99,6,0.05,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
293,Rubye,Mccall,Troy,NY,2016-06-30,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.20,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
301,Caren,Stephens,Scarsdale,NY,2016-07-06,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.05,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
305,Camille,Harvey,Huntington,NY,2016-07-07,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.10,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
328,Angele,Schroeder,New City,NY,2016-07-23,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.10,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
325,Ernestina,Skinner,Elmhurst,NY,2016-07-20,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.20,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
338,Omega,Huff,Santa Monica,CA,2016-07-28,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,469.99,6,0.07,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
335,Phebe,Soto,South Ozone Park,NY,2016-07-25,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.10,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
350,Williemae,Holloway,Oakland,CA,2016-08-03,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,469.99,6,0.05,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
358,Larissa,Hays,Elmont,NY,2016-08-05,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.07,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
361,Demarcus,Reese,Yorktown Heights,NY,2016-08-08,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.10,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
393,Alysha,Powers,Forest Hills,NY,2016-08-25,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.20,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
402,Corina,Lynch,Rosedale,NY,2016-08-30,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.07,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
415,Bonita,Marshall,Endicott,NY,2016-09-03,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.05,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
417,Angie,Powers,Pomona,CA,2016-09-04,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,469.99,6,0.07,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
421,Le,Deleon,Banning,CA,2016-09-05,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,469.99,6,0.07,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
424,Tommie,Melton,Sacramento,CA,2016-09-08,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,469.99,6,0.05,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
425,Tessie,Farmer,Plattsburgh,NY,2016-09-08,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.10,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
429,Laraine,Robbins,San Angelo,TX,2016-09-10,3,Rowlett,Rowlett Bikes,8,Kali,Vargas,469.99,6,0.07,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
431,Carlie,Terrell,Yonkers,NY,2016-09-11,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.10,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
433,Jerri,Guthrie,Carmel,NY,2016-09-12,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.10,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
439,Meredith,Bryan,Spring Valley,NY,2016-09-17,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.07,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
448,Nichelle,Howell,Scarsdale,NY,2016-09-21,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.05,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
442,Etsuko,Garrison,Richmond Hill,NY,2016-09-18,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.20,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
515,Marcel,Lindsay,Ossining,NY,2016-10-19,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.20,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
519,Fran,Yang,Utica,NY,2016-10-22,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.07,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
492,Graciela,Barber,Oxnard,CA,2016-10-09,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,469.99,6,0.10,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
465,Cheryll,Snyder,Brooklyn,NY,2016-09-28,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.10,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
466,Ernest,Rollins,Oakland Gardens,NY,2016-09-28,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.20,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
477,Josie,Schultz,Canyon Country,CA,2016-10-02,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,469.99,6,0.10,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
484,Iola,Rasmussen,Monroe,NY,2016-10-06,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.20,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
487,George,Pickett,Sunnyside,NY,2016-10-06,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.20,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
530,Yolando,Wade,Massapequa,NY,2016-10-28,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.20,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
531,Merlene,Vinson,Euless,TX,2016-10-28,3,Rowlett,Rowlett Bikes,8,Kali,Vargas,469.99,6,0.20,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
525,Omega,Johnston,Canyon Country,CA,2016-10-26,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,469.99,6,0.07,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
545,Bao,Wade,Desoto,TX,2016-11-08,3,Rowlett,Rowlett Bikes,9,Layla,Terrell,469.99,6,0.07,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
563,Rodger,Rojas,Bayside,NY,2016-11-20,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.10,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
559,Christel,Barber,Sacramento,CA,2016-11-16,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,469.99,6,0.10,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
615,Tricia,Daniels,Forney,TX,2016-12-19,3,Rowlett,Rowlett Bikes,9,Layla,Terrell,469.99,6,0.10,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
606,Georgetta,Hardin,Canandaigua,NY,2016-12-11,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.20,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
579,Omer,Estrada,Rowlett,TX,2016-11-27,3,Rowlett,Rowlett Bikes,8,Kali,Vargas,469.99,6,0.20,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
645,Consuela,Collier,North Tonawanda,NY,2017-01-08,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.05,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
653,Barbra,Dickerson,Ridgecrest,CA,2017-01-14,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,469.99,6,0.07,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
629,Margaretta,Clayton,Ridgecrest,CA,2016-12-26,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,469.99,6,0.10,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
632,Margert,Stevens,Rome,NY,2016-12-27,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.05,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
708,Shara,Pope,Ridgecrest,CA,2017-02-10,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,469.99,6,0.07,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
681,Lidia,Ashley,Baldwinsville,NY,2017-01-29,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.05,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
769,Angella,Bridges,Pittsford,NY,2017-03-09,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.05,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
800,Conchita,Boone,Mount Vernon,NY,2017-03-27,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.05,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
796,Jenise,Preston,Helotes,TX,2017-03-23,3,Rowlett,Rowlett Bikes,9,Layla,Terrell,469.99,6,0.20,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
720,Collin,Webster,Howard Beach,NY,2017-02-16,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.10,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
860,Lashawna,Richardson,Baldwin,NY,2017-04-27,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.05,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
853,Gilberte,Duke,El Paso,TX,2017-04-21,3,Rowlett,Rowlett Bikes,8,Kali,Vargas,469.99,6,0.05,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
878,Moses,Pope,Lawndale,CA,2017-05-07,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,469.99,6,0.20,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
899,Renita,Henry,New Rochelle,NY,2017-05-20,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.20,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
805,Vince,Schneider,Merrick,NY,2017-03-29,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.05,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
807,Lenore,Valdez,Spring Valley,NY,2017-03-30,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.07,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
821,Agustina,Lawrence,Brooklyn,NY,2017-04-05,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.20,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
935,Mozelle,Carter,Houston,TX,2017-06-10,3,Rowlett,Rowlett Bikes,8,Kali,Vargas,469.99,6,0.07,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
923,Agatha,Melton,Springfield Gardens,NY,2017-05-31,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.10,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
990,Lolita,O'neill,Massapequa Park,NY,2017-07-04,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.20,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
1015,India,Barron,Huntington,NY,2017-07-19,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.10,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
1067,Barbera,Riggs,Plainview,NY,2017-08-17,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.20,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
1124,Pinkie,Kirkland,San Angelo,TX,2017-09-13,3,Rowlett,Rowlett Bikes,9,Layla,Terrell,469.99,6,0.10,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
1174,Gussie,Harding,Deer Park,NY,2017-10-08,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.07,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
1153,Devin,Shaffer,Rochester,NY,2017-09-30,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.05,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
1155,Julia,Joyner,Astoria,NY,2017-09-30,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.10,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
1285,Rubin,Decker,Buffalo,NY,2017-12-04,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.10,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
1232,Stacie,Sims,Oakland,CA,2017-11-06,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,469.99,6,0.20,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
1250,Marcene,Curtis,Yonkers,NY,2017-11-17,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.10,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
1183,Wai,Soto,Bethpage,NY,2017-10-14,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,469.99,6,0.05,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
1203,Tam,Fisher,Rochester,NY,2017-10-25,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,469.99,6,0.07,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
1210,Andria,Rivers,Amarillo,TX,2017-10-26,3,Rowlett,Rowlett Bikes,8,Kali,Vargas,469.99,6,0.07,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
1225,Yvone,Yates,San Pablo,CA,2017-11-04,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,469.99,6,0.10,2,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
1441,Orval,Hunter,San Angelo,TX,2018-03-15,3,Rowlett,Rowlett Bikes,8,Kali,Vargas,469.99,6,0.05,1,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly
